benchmark,size,backend,sub_backend,device,run_mode,n_nodes,n_processes,runtime_ms,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2,job_id,status,created_at,started_at,ended_at,measure_ops,critical_path_length,connected_components,num_cliffords,num_non_cliffords,num_parameters,gate_counts_json,circuit_metrics_json
hhl,9,qiskitaer,statevector,CPU,sync,1,4,6573.842604004312,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,4,6862.664687971119,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,4,5614.184911013581,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,4,6573.842604004312,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,4,11304.448194998258,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,4,8279.852397001378,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,4,7249.647888998879,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,16,11322.859508014517,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,16,8248.903722007526,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,statevector,CPU,sync,1,16,8292.796944995644,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,7588.233397997101,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,6662.005728998338,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,6376.260960998479,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,7588.233397997101,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,6662.005728998338,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,6376.260960998479,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,10315.507448998687,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,7217.296387003444,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,8,6203.658809994522,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,7086.189475026913,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,5079.059151001275,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,6175.958326028194,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,7086.189475026913,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,5079.059151001275,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,6175.958326028194,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,12325.437459017849,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,8463.025012024445,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,4,7253.602670010878,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,16,10281.257094000466,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,16,7240.6698770064395,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,qiskitaer,automatic,CPU,sync,1,16,7225.37573100999,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,800.3859840100631,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,445.7775680348277,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,449.70896700397134,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,800.3859840100631,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,445.7775680348277,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,449.70896700397134,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,1106.5647580253426,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,1094.9037550017238,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,4,1098.2630889920983,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,984.5871519937646,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,415.628116010339,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,411.4056749967858,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,984.5871519937646,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,415.628116010339,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,411.4056749967858,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
hhl,9,nwqsim,MPI,CPU,sync,1,8,1106.9761409889907,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,
