benchmark,size,n_nodes,n_processes,best_backend,sub_backend,best_runtime,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2
qaoa,20,4,2,nwqsim,MPI,171432.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,4,nwqsim,MPI,172600.9556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,8,nwqsim,MPI,180958.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,30,16,8,nwqsim,MPI,5148218.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,4,1,4,nwqsim,unknown,420.3763636363637,4.0,14.0,4.0,4.0,20.0,20.0,0.0,1.0,4.0,12.0,8.0,0.0,0.0,1.0,1.0,20.0,8.0,1.0,1.0,0.0,0.0,0.0,20.0,40.0,16.0,,0.0,4.0,7.0,7.0,7.0,8.0,12.0,1.0,8.0,0.4,0.4898979485566356,0.0,1.0,8.0,1.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
tfim,4,1,8,ibmq,ibm_torino,49.12257194519043,4.0,14.0,4.0,4.0,20.0,20.0,0.0,1.0,4.0,12.0,8.0,0.0,0.0,1.0,1.0,20.0,8.0,1.0,1.0,0.0,0.0,0.0,20.0,40.0,16.0,,0.0,4.0,7.0,7.0,7.0,8.0,12.0,1.0,8.0,0.4,0.4898979485566356,0.0,1.0,8.0,1.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
tfim,8,1,4,nwqsim,unknown,457.1766666666667,8.0,26.0,8.0,8.0,40.0,40.0,0.0,1.0,8.0,24.0,16.0,0.0,0.0,1.0,1.0,40.0,16.0,1.0,1.0,0.0,0.0,0.0,40.0,80.0,28.0,,0.0,8.0,7.0,7.0,7.0,16.0,24.0,1.0,16.0,0.4,0.4898979485566356,0.0,1.0,16.0,1.0,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0
tfim,8,1,8,ibmq,ibm_torino,47.89471626281738,8.0,26.0,8.0,8.0,40.0,40.0,0.0,1.0,8.0,24.0,16.0,0.0,0.0,1.0,1.0,40.0,16.0,1.0,1.0,0.0,0.0,0.0,40.0,80.0,28.0,,0.0,8.0,7.0,7.0,7.0,16.0,24.0,1.0,16.0,0.4,0.4898979485566356,0.0,1.0,16.0,1.0,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0
tfim,9,1,8,ibmq,ibm_torino,40.53354263305664,9.0,29.0,9.0,9.0,45.0,45.0,0.0,1.0,9.0,27.0,18.0,0.0,0.0,1.0,1.0,45.0,18.0,1.0,1.0,0.0,0.0,0.0,45.0,90.0,31.0,,0.0,9.0,7.0,7.0,7.0,18.0,27.0,1.0,18.0,0.4,0.4898979485566356,0.0,1.0,18.0,1.0,,,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0
tfim,12,1,4,nwqsim,unknown,476.1766666666667,12.0,38.0,12.0,12.0,60.0,60.0,0.0,1.0,12.0,36.0,24.0,0.0,0.0,1.0,1.0,60.0,24.0,1.0,1.0,0.0,0.0,0.0,60.0,120.0,40.0,,0.0,12.0,7.0,7.0,7.0,24.0,36.0,1.0,24.0,0.4,0.4898979485566356,0.0,1.0,24.0,1.0,,,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0
tfim,16,1,4,nwqsim,unknown,492.81666666666666,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
tfim,16,1,8,ibmq,ibm_miami,88.40465545654297,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
tfim,16,1,16,nwqsim,unknown,559.928,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
tfim,16,2,2,nwqsim,unknown,465.28333333333336,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
tfim,16,2,4,nwqsim,unknown,531.5933333333334,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
tfim,16,2,8,nwqsim,unknown,517.208,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
tfim,18,1,32,nwqsim,unknown,733.724,18.0,56.0,18.0,18.0,90.0,90.0,0.0,1.0,18.0,54.0,36.0,0.0,0.0,1.0,1.0,90.0,36.0,1.0,1.0,0.0,0.0,0.0,90.0,180.0,58.0,,0.0,18.0,7.0,7.0,7.0,36.0,54.0,1.0,36.0,0.4,0.4898979485566356,0.0,1.0,36.0,1.0,,,0.0,0.0,0.0,0.0,36.0,0.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0
tfim,20,1,8,ibmq,ibm_miami,46.868085861206055,20.0,62.0,20.0,20.0,100.0,100.0,0.0,1.0,20.0,60.0,40.0,0.0,0.0,1.0,1.0,100.0,40.0,1.0,1.0,0.0,0.0,0.0,100.0,200.0,64.0,,0.0,20.0,7.0,7.0,7.0,40.0,60.0,1.0,40.0,0.4,0.4898979485566356,0.0,1.0,40.0,1.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0
tfim,20,1,32,nwqsim,unknown,782.429,20.0,62.0,20.0,20.0,100.0,100.0,0.0,1.0,20.0,60.0,40.0,0.0,0.0,1.0,1.0,100.0,40.0,1.0,1.0,0.0,0.0,0.0,100.0,200.0,64.0,,0.0,20.0,7.0,7.0,7.0,40.0,60.0,1.0,40.0,0.4,0.4898979485566356,0.0,1.0,40.0,1.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0
tfim,20,2,4,nwqsim,unknown,608.75,20.0,62.0,20.0,20.0,100.0,100.0,0.0,1.0,20.0,60.0,40.0,0.0,0.0,1.0,1.0,100.0,40.0,1.0,1.0,0.0,0.0,0.0,100.0,200.0,64.0,,0.0,20.0,7.0,7.0,7.0,40.0,60.0,1.0,40.0,0.4,0.4898979485566356,0.0,1.0,40.0,1.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0
tfim,22,1,32,nwqsim,unknown,913.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,23,1,8,ibmq,ibm_torino,53.94577980041504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,24,1,8,tnqvm,unknown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,24,1,32,nwqsim,unknown,1454.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,24,2,4,tnqvm,unknown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,26,1,32,nwqsim,unknown,4290.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,1,4,ionq,unknown,33779.11666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,1,8,ionq,unknown,35941.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,1,16,nwqsim,unknown,28563.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,1,32,qiskitaer,unknown,6619.2480000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,2,4,qiskitaer,unknown,6298.823333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,2,8,nwqsim,unknown,28537.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,2,16,nwqsim,unknown,15633.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,4,2,nwqsim,unknown,38743.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,4,4,nwqsim,unknown,28576.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,4,8,nwqsim,unknown,15607.341333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,8,2,nwqsim,unknown,28309.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,8,4,nwqsim,unknown,15658.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,28,8,8,nwqsim,unknown,9942.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,30,1,8,nwqsim,unknown,161906.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,30,1,32,qiskitaer,unknown,6590.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,30,2,8,qiskitaer,unknown,6936.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,30,2,16,qiskitaer,unknown,6336.983333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,32,1,32,qiskitaer,unknown,8134.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,32,2,8,qiskitaer,unknown,9283.246666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,32,2,16,qiskitaer,unknown,7034.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,32,4,8,qiskitaer,unknown,6335.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,33,2,16,qiskitaer,unknown,6695.8240000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
